Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears
32,No,Travel_Rarely,267,Research & Development,29,PhD,Life Sciences,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,1,Y,No,13,3,3,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,Master,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,,1,Y,Yes,16,3,4,1,6
24,No,Non-Travel,,Research & Development,4,High School,Life Sciences,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,0,Y,No,17,3,4,0,6
28,No,Travel_Rarely,1179,Research & Development,19,PhD,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,1,Y,No,12,3,3,3,6
52,No,Travel_Rarely,1323,Research & Development,2,Master,Life Sciences,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212,7,Y,No,15,3,2,0,6
27,No,Travel_Rarely,591,Research & Development,2,High School,Medical,7,1,Male,40,3,1,Laboratory Technician,2,Married,3468,9,Y,No,12,3,4,1,6
31,No,Travel_Rarely,741,Research & Development,2,PhD,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,1,Y,No,14,3,4,1,6
31,Yes,Travel_Frequently,307,Research & Development,29,Bachelor,Medical,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,0,Y,No,11,3,2,0,6
24,No,Travel_Rarely,477,Research & Development,24,Master,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,8,Y,No,22,4,4,0,6
24,No,Travel_Rarely,506,Research & Development,29,High School,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,1,Y,No,13,3,2,3,6
26,No,Travel_Rarely,192,Research & Development,1,Bachelor,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,1,Y,No,16,3,1,2,6
25,Yes,Travel_Rarely,688,Research & Development,3,Master,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,5,Y,No,13,3,3,1,6
35,No,Travel_Rarely,144,Research & Development,22,Master,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,0,6
34,No,Travel_Rarely,628,Research & Development,8,Master,Medical,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,2,Y,No,12,3,1,0,6
41,No,Travel_Rarely,167,Research & Development,12,PhD,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,3,Y,Yes,11,3,1,1,6
27,No,Travel_Frequently,472,Research & Development,1,High School,Technical Degree,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,5,Y,No,19,3,3,1,6
31,No,Non-Travel,,Research & Development,1,PhD,Medical,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,0,Y,No,12,3,4,1,6
28,No,Travel_Rarely,580,Research & Development,27,Master,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,0,Y,No,21,4,2,1,6
27,No,Travel_Rarely,155,Research & Development,4,Master,Life Sciences,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,1,Y,Yes,20,4,2,1,6
26,No,Travel_Frequently,1479,Research & Development,1,Master,Life Sciences,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,,1,Y,No,20,4,1,1,6
36,No,Travel_Frequently,1195,Research & Development,11,Master,Life Sciences,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,1,Y,No,13,3,3,0,6
27,No,Non-Travel,691,Research & Development,9,Master,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,6,Y,No,18,3,4,1,6
26,Yes,Travel_Frequently,342,Research & Development,2,Master,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,6,Y,Yes,14,3,2,1,6
30,No,Travel_Rarely,241,Research & Development,7,Master,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,1,Y,No,12,3,2,1,6
29,No,Travel_Rarely,,Research & Development,15,High School,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,0,Y,Yes,18,3,1,1,6
27,No,Travel_Rarely,,Research & Development,6,PhD,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,0,Y,No,12,3,3,2,6
29,No,Travel_Rarely,1283,Research & Development,23,Master,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201,9,Y,No,16,3,4,0,6
27,No,Travel_Rarely,1354,Research & Development,2,PhD,Technical Degree,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,1,Y,No,11,3,3,1,6
44,No,Non-Travel,111,Research & Development,17,Master,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,2,Y,No,13,3,4,0,6
24,Yes,Travel_Rarely,,Research & Development,1,Master,Medical,45,2,Male,61,3,1,Research Scientist,4,Married,2293,2,Y,Yes,16,3,1,1,6
29,No,Travel_Rarely,665,Research & Development,15,Master,Life Sciences,346,3,Male,60,3,1,Research Scientist,4,Single,,1,Y,No,19,3,1,0,6
44,Yes,Travel_Frequently,429,Research & Development,1,Bachelor,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,,1,Y,Yes,12,3,3,3,6
28,No,Travel_Rarely,995,Research & Development,9,Master,Medical,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,5,Y,No,18,3,2,1,6
44,No,Travel_Rarely,1037,Research & Development,1,Master,Medical,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,6,Y,Yes,12,3,3,0,6
43,Yes,Travel_Frequently,,Research & Development,17,Master,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,9,Y,Yes,16,3,4,1,6
36,No,Travel_Rarely,329,Research & Development,2,Master,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543,4,Y,No,13,3,2,1,6
29,Yes,Travel_Rarely,408,Research & Development,25,Post-Doc,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,5,Y,No,16,3,2,0,6
34,No,Travel_Frequently,702,Research & Development,16,PhD,Life Sciences,838,3,Female,100,2,1,Research Scientist,4,Single,2553,1,Y,No,16,3,3,0,6
35,No,Travel_Rarely,1343,Research & Development,27,High School,Medical,856,3,Female,53,2,1,Research Scientist,1,Single,2559,1,Y,No,11,3,4,0,6
27,No,Travel_Frequently,591,Research & Development,2,Master,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,2,Y,No,13,3,3,0,6
43,No,Travel_Rarely,,Research & Development,2,Bachelor,Medical,46,4,Female,72,4,1,Research Scientist,3,Divorced,2645,1,Y,No,12,3,4,2,6
29,No,Travel_Rarely,1328,Research & Development,2,Master,Life Sciences,94,3,Male,76,3,1,Research Scientist,2,Married,2703,0,Y,No,23,4,4,1,6
24,No,Travel_Rarely,691,Research & Development,23,Master,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725,1,Y,Yes,11,3,2,2,6
37,No,Travel_Rarely,571,Research & Development,10,High School,Life Sciences,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,0,Y,Yes,13,3,2,2,6
33,No,Travel_Rarely,1198,Research & Development,1,PhD,Other,939,3,Male,100,2,1,Research Scientist,1,Single,2799,3,Y,Yes,11,3,2,0,6
35,No,Travel_Rarely,1214,Research & Development,1,Master,Medical,105,2,Male,30,2,1,Research Scientist,3,Single,2859,1,Y,No,18,3,1,0,6
34,No,Travel_Rarely,181,Research & Development,2,PhD,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,0,Y,Yes,14,3,1,3,6
44,Yes,Travel_Rarely,1097,Research & Development,10,PhD,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,1,Y,Yes,11,3,3,0,6
34,No,Non-Travel,697,Research & Development,3,PhD,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,3,6
38,No,Travel_Rarely,268,Research & Development,2,Post-Doc,Medical,773,4,Male,92,3,1,Research Scientist,3,Married,3057,6,Y,Yes,13,3,2,1,6
27,No,Travel_Rarely,1157,Research & Development,17,Master,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058,0,Y,Yes,16,3,4,1,6
28,No,Travel_Rarely,1451,Research & Development,2,High School,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,0,6
32,No,Travel_Rarely,634,Research & Development,5,PhD,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,3,Y,No,17,3,4,2,6
36,No,Travel_Rarely,,Research & Development,5,PhD,Life Sciences,51,2,Female,82,2,1,Research Scientist,1,Married,3419,9,Y,Yes,14,3,4,1,6
44,No,Travel_Rarely,1467,Research & Development,20,Master,Life Sciences,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,1,Y,No,13,3,3,0,6
25,No,Travel_Rarely,180,Research & Development,2,High School,Medical,854,1,Male,65,4,1,Research Scientist,1,Single,3424,7,Y,No,13,3,3,0,6
27,No,Travel_Rarely,1054,Research & Development,8,Master,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,1,Y,No,11,3,3,0,6
40,No,Non-Travel,458,Research & Development,16,Bachelor,Life Sciences,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,9,Y,No,16,3,2,1,6
34,No,Travel_Rarely,254,Research & Development,1,Bachelor,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622,1,Y,Yes,13,3,4,1,6
24,No,Travel_Frequently,567,Research & Development,2,High School,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,1,Y,Yes,13,3,3,0,6
39,Yes,Travel_Rarely,360,Research & Development,23,Master,Medical,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,0,Y,No,13,3,1,0,6
38,No,Travel_Rarely,371,Research & Development,2,Master,Life Sciences,24,4,Male,45,3,1,Research Scientist,4,Single,3944,5,Y,Yes,11,3,3,0,6
34,No,Travel_Rarely,121,Research & Development,2,PhD,Medical,804,3,Female,86,2,1,Research Scientist,1,Single,4381,1,Y,No,11,3,3,0,6
31,No,Travel_Rarely,691,Research & Development,5,PhD,Technical Degree,423,3,Male,86,3,1,Research Scientist,4,Married,4821,0,Y,Yes,12,3,3,1,6
35,No,Travel_Frequently,146,Research & Development,2,PhD,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,0,Y,Yes,14,3,3,0,6
32,No,Travel_Rarely,646,Research & Development,9,PhD,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,6322,1,Y,Yes,12,3,4,1,6
27,No,Travel_Frequently,,Sales,3,High School,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,1,Y,Yes,20,4,2,2,6
32,Yes,Non-Travel,1474,Sales,11,PhD,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707,8,Y,No,12,3,4,0,6
25,No,Travel_Rarely,1382,Sales,8,Bachelor,Other,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,0,Y,Yes,22,4,2,1,6
33,Yes,Travel_Rarely,118,Sales,16,Master,Marketing,819,1,Female,69,3,2,Sales Executive,1,Single,5324,5,Y,No,15,3,3,0,6
26,Yes,Travel_Rarely,1146,Sales,8,Master,Technical Degree,796,4,Male,38,2,2,Sales Executive,1,Single,5326,6,Y,No,17,3,3,0,6
56,No,Travel_Rarely,1443,Sales,11,Post-Doc,Marketing,1935,4,Female,89,2,2,Sales Executive,1,Married,5380,4,Y,No,16,3,3,1,6
33,No,Travel_Rarely,392,Sales,2,PhD,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,1,Y,No,14,3,3,2,6
35,No,Travel_Rarely,682,Sales,18,PhD,Medical,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,0,Y,No,16,3,4,1,6
29,No,Travel_Rarely,1176,Sales,3,Bachelor,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,5561,1,Y,No,14,3,1,1,6
38,No,Non-Travel,152,Sales,10,Master,Technical Degree,983,3,Female,85,3,2,Sales Executive,4,Single,5666,1,Y,Yes,13,3,2,0,6
34,No,Travel_Rarely,1400,Sales,9,High School,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,1,Y,No,20,4,1,0,6
25,Yes,Travel_Rarely,240,Sales,5,Master,Marketing,142,3,Male,46,2,2,Sales Executive,3,Single,5744,1,Y,Yes,11,3,4,0,6
27,No,Travel_Rarely,205,Sales,10,Master,Marketing,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,1,Y,Yes,11,3,4,0,6
34,No,Travel_Rarely,511,Sales,3,Bachelor,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,5,Y,No,12,3,1,0,6
25,No,Travel_Rarely,,Sales,26,High School,Medical,781,3,Female,32,3,2,Sales Executive,4,Single,6180,1,Y,No,23,4,2,0,6
25,No,Travel_Rarely,1372,Sales,18,High School,Life Sciences,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,2,Y,No,11,3,2,0,6
26,No,Travel_Rarely,,Sales,28,Bachelor,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272,1,Y,No,20,4,4,2,6
34,No,Travel_Rarely,304,Sales,2,Master,Other,786,4,Male,60,3,2,Sales Executive,4,Single,6274,1,Y,No,22,4,3,0,6
27,No,Non-Travel,210,Sales,1,High School,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349,0,Y,Yes,13,3,4,1,6
34,No,Travel_Rarely,1111,Sales,8,Bachelor,Life Sciences,808,3,Female,93,3,2,Sales Executive,1,Married,6500,5,Y,No,17,3,2,1,6
34,No,Non-Travel,1381,Sales,4,PhD,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,6538,9,Y,No,15,3,1,1,6
30,No,Travel_Rarely,1082,Sales,12,Master,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577,0,Y,No,11,3,2,0,6
33,No,Travel_Rarely,1216,Sales,8,PhD,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,0,Y,No,12,3,4,0,6
40,No,Travel_Rarely,1124,Sales,1,Bachelor,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,7457,2,Y,Yes,22,4,3,3,6
46,No,Non-Travel,,Sales,26,Bachelor,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,8,Y,No,15,3,3,0,6
33,Yes,Travel_Rarely,603,Sales,9,PhD,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,0,Y,Yes,17,3,1,0,6
31,No,Travel_Rarely,1003,Sales,5,Master,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,1,Y,No,19,3,3,1,6
28,No,Travel_Rarely,,Sales,5,Master,Medical,1469,4,Male,84,3,2,Sales Executive,1,Single,8463,0,Y,No,18,3,4,0,6
25,No,Travel_Rarely,,Sales,28,Master,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639,2,Y,No,18,3,4,0,6
37,No,Travel_Frequently,1278,Sales,1,PhD,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,1,Y,No,14,3,3,2,6
28,Yes,Travel_Rarely,1475,Sales,13,Bachelor,Marketing,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,3,Y,Yes,11,3,4,0,6
34,No,Travel_Frequently,303,Sales,2,PhD,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231,6,Y,No,18,3,4,1,6
35,No,Travel_Rarely,1402,Sales,28,PhD,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,2430,0,Y,No,23,4,1,2,6
24,Yes,Travel_Rarely,1448,Sales,1,High School,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202,1,Y,Yes,16,3,2,0,6
32,No,Travel_Rarely,1401,Sales,4,Bachelor,Life Sciences,330,3,Female,56,3,1,Sales Representative,2,Married,3931,2,Y,No,11,3,1,1,6
25,Yes,Travel_Rarely,383,Sales,9,Bachelor,Life Sciences,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,3,Y,No,12,3,1,0,6
42,No,Travel_Frequently,1368,Research & Development,28,PhD,Technical Degree,551,4,Female,88,2,2,,4,Married,4523,0,Y,No,11,3,4,3,7
34,No,Travel_Frequently,618,Research & Development,3,High School,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,0,Y,No,17,3,3,0,7
37,Yes,Travel_Rarely,,Human Resources,6,PhD,Human Resources,133,3,Male,63,3,1,Human Resources,1,Divorced,,4,Y,Yes,22,4,4,0,7
59,No,Travel_Rarely,,Human Resources,6,Bachelor,Medical,321,2,Male,52,3,1,Human Resources,3,Married,2267,8,Y,No,17,3,4,0,7
33,No,Travel_Rarely,1075,Human Resources,3,Bachelor,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,3,Y,Yes,11,3,3,1,7
38,No,Travel_Rarely,433,Human Resources,1,Master,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,1,Y,No,13,3,4,1,7
38,No,Travel_Frequently,1444,Human Resources,1,PhD,Other,1972,4,Male,88,3,1,Human Resources,2,Married,2991,0,Y,Yes,11,3,2,1,7
37,Yes,Travel_Rarely,1373,Research & Development,2,Bachelor,Other,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,6,Y,Yes,15,3,2,0,7
47,No,Travel_Rarely,207,Research & Development,9,PhD,Life Sciences,1856,2,Female,64,3,1,Laboratory Technician,3,Single,,4,Y,No,12,3,3,0,7
29,Yes,Travel_Rarely,318,Research & Development,8,PhD,Other,454,2,Male,77,1,1,Laboratory Technician,1,Married,,1,Y,Yes,11,3,4,0,7
39,No,Travel_Rarely,,Research & Development,1,PhD,Medical,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,7,Y,No,14,3,3,3,7
41,No,Travel_Rarely,,Research & Development,9,PhD,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,2,Y,No,21,4,4,1,7
40,No,Travel_Rarely,329,Research & Development,1,PhD,Life Sciences,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,3,Y,No,22,4,3,1,7
33,No,Travel_Rarely,,Research & Development,2,Master,Medical,39,3,Male,78,3,1,Laboratory Technician,4,Single,2496,4,Y,No,11,3,4,0,7
48,No,Travel_Rarely,,Research & Development,2,Bachelor,Technical Degree,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,5,Y,No,11,3,3,0,7
26,No,Non-Travel,,Research & Development,7,Master,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,1,Y,No,20,4,3,0,7
36,No,Travel_Rarely,,Research & Development,6,PhD,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,1,Y,No,14,3,3,1,7
42,No,Travel_Rarely,,Research & Development,12,Master,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8,Y,No,22,4,2,3,7
36,No,Travel_Rarely,,Research & Development,3,Bachelor,Life Sciences,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,5,Y,No,22,4,1,1,7
44,No,Non-Travel,,Research & Development,5,Master,Life Sciences,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,3,Y,No,14,3,4,0,7
25,No,Travel_Rarely,,Research & Development,1,Master,Technical Degree,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4,Y,No,11,3,2,1,7
34,No,Travel_Rarely,401,Research & Development,1,Master,Life Sciences,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,5,Y,No,17,3,1,1,7
38,No,Travel_Rarely,1495,Research & Development,4,Bachelor,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,7,Y,No,19,3,4,1,7
40,No,Travel_Rarely,616,Research & Development,2,Bachelor,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,4,Y,No,17,3,4,1,7
37,No,Non-Travel,,Research & Development,5,Bachelor,Technical Degree,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,0,Y,No,14,3,1,0,7
25,No,Travel_Rarely,,Research & Development,19,High School,Medical,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,3,Y,No,11,3,3,3,7
25,Yes,Travel_Rarely,1219,Research & Development,4,High School,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,1,Y,Yes,15,3,2,1,7
31,Yes,Travel_Frequently,523,Research & Development,2,Master,Life Sciences,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,6,Y,Yes,13,3,3,1,7
30,No,Travel_Rarely,,Research & Development,1,Master,Life Sciences,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,3,Y,No,21,4,3,2,7
25,No,Travel_Rarely,,Research & Development,2,High School,Other,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,6,Y,Yes,19,3,3,1,7
27,No,Travel_Rarely,1302,Research & Development,19,Master,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,2,7
36,No,Travel_Rarely,559,Research & Development,12,PhD,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,9,Y,Yes,12,3,2,2,7
38,Yes,Travel_Rarely,,Research & Development,2,Master,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,4,Y,No,11,3,1,2,7
36,No,Travel_Rarely,216,Research & Development,6,Bachelor,Medical,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,6,Y,No,20,4,4,2,7
34,No,Travel_Rarely,167,Research & Development,8,Post-Doc,Life Sciences,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,3,Y,No,14,3,3,1,7
25,No,Travel_Frequently,,Research & Development,2,High School,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,1,Y,No,17,3,3,2,7
46,No,Non-Travel,1144,Research & Development,7,PhD,Medical,487,3,Female,,3,2,Manufacturing Director,3,Married,5258,2,Y,No,14,3,3,0,7
39,No,Travel_Rarely,492,Research & Development,12,Master,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,4,Y,No,21,4,3,0,7
37,No,Travel_Rarely,1115,Research & Development,1,PhD,Life Sciences,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,1,Y,No,18,3,3,1,7
49,No,Non-Travel,1002,Research & Development,18,PhD,Life Sciences,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,1,Y,Yes,15,3,1,2,7
30,No,Travel_Rarely,1176,Research & Development,20,Master,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,0,Y,No,15,3,3,1,7
29,Yes,Travel_Rarely,992,Research & Development,1,Master,Technical Degree,300,3,Male,85,3,1,Research Scientist,3,Single,,0,Y,No,14,3,4,0,7
43,No,Non-Travel,1344,Research & Development,7,Master,Medical,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,4,Y,No,14,3,4,3,7
41,No,Travel_Rarely,1283,Research & Development,5,Post-Doc,Medical,1448,2,Male,90,4,1,Research Scientist,3,Married,2127,2,Y,Yes,12,3,1,0,7
30,Yes,Travel_Rarely,138,Research & Development,22,Master,Life Sciences,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,4,Y,Yes,11,3,2,0,7
59,No,Travel_Rarely,142,Research & Development,3,Master,Life Sciences,309,3,Male,70,2,1,Research Scientist,4,Married,2177,3,Y,No,17,3,1,1,7
27,No,Travel_Rarely,,Research & Development,9,Master,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279,1,Y,No,16,3,4,0,7
43,No,Non-Travel,343,Research & Development,9,Master,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,4,Y,No,13,3,3,0,7
58,Yes,Travel_Rarely,289,Research & Development,2,Master,Technical Degree,977,4,Male,51,3,1,Research Scientist,3,Single,2479,4,Y,No,24,4,1,0,7
35,No,Travel_Rarely,,Research & Development,1,PhD,Life Sciences,826,4,Female,,4,1,Research Scientist,3,Single,2506,3,Y,No,13,3,3,0,7
33,No,Travel_Rarely,147,Research & Development,4,PhD,Medical,305,3,Female,47,2,1,Research Scientist,2,Married,2622,6,Y,No,21,4,4,0,7
42,Yes,Travel_Frequently,,Research & Development,19,Master,Medical,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,6,Y,Yes,12,3,4,0,7
26,Yes,Travel_Frequently,575,Research & Development,3,High School,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102,0,Y,No,22,4,3,0,7
32,No,Travel_Rarely,334,Research & Development,5,Bachelor,Life Sciences,21,1,Male,80,4,1,Research Scientist,2,Divorced,3298,0,Y,Yes,12,3,4,2,7
49,No,Travel_Rarely,,Research & Development,1,Master,Technical Degree,887,3,Female,36,3,1,Research Scientist,1,Married,3580,2,Y,No,16,3,2,1,7
39,No,Travel_Rarely,,Research & Development,19,PhD,Other,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902,8,Y,No,14,3,2,3,7
31,No,Travel_Rarely,140,Research & Development,12,High School,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929,8,Y,Yes,23,4,3,1,7
31,Yes,Travel_Frequently,561,Research & Development,3,Master,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,1,Y,No,12,3,1,0,7
45,No,Travel_Rarely,1457,Research & Development,7,Master,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,4,Y,Yes,19,3,3,1,7
56,Yes,Travel_Rarely,441,Research & Development,14,PhD,Life Sciences,161,2,Female,72,3,1,Research Scientist,2,Married,4963,9,Y,Yes,18,3,1,3,7
27,No,Travel_Rarely,,Sales,9,Master,Marketing,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,1,Y,No,14,3,1,0,7
39,No,Travel_Frequently,766,Sales,20,Master,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,2,Y,No,18,3,4,1,7
26,No,Travel_Frequently,1283,Sales,1,Master,Medical,956,3,Male,52,2,2,Sales Executive,1,Single,4294,1,Y,No,12,3,2,0,7
26,Yes,Non-Travel,265,Sales,29,Bachelor,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,8,Y,No,18,3,4,0,7
28,No,Travel_Rarely,304,Sales,9,PhD,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253,1,Y,No,16,3,4,0,7
43,Yes,Travel_Rarely,1372,Sales,9,Master,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,8,Y,No,13,3,2,0,7
33,No,Non-Travel,530,Sales,16,Master,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,1,Y,Yes,25,4,3,1,7
35,Yes,Travel_Rarely,763,Sales,15,Bachelor,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,6,Y,Yes,14,3,4,2,7
43,No,Travel_Frequently,,Sales,2,PhD,Life Sciences,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,1,Y,No,20,4,3,1,7
29,Yes,Travel_Frequently,115,Sales,13,Master,Technical Degree,1487,1,Female,51,3,2,Sales Executive,2,Single,5765,5,Y,No,11,3,1,0,7
37,No,Travel_Rarely,228,Sales,6,PhD,Medical,378,3,Male,98,3,2,Sales Executive,4,Married,6502,4,Y,No,14,3,2,1,7
36,No,Non-Travel,,Sales,1,Post-Doc,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653,4,Y,No,15,3,2,0,7
